y,dep_delay,arr_delay,distance
405,-8,-5,950
415,-3,11,1182
420,-5,-8,2586
420,-2,5,762
435,-3,-12,1069
445,-1,-10,2402
405,47,30,937
430,39,49,719
480,-1,-30,1089
495,-2,7,1620
510,-2,15,740
490,59,16,1623
569,0,-14,199
610,-3,7,719
615,-5,-6,529
630,8,21,719
660,-4,-6,1010
660,3,-11,1096
670,13,34,1620
716,-6,-12,195
758,-7,3,502
769,-4,-38,1598
760,21,53,1372
760,26,27,1089
810,13,18,1389
835,-4,-13,209
830,6,19,1400
770,70,103,963
840,0,-2,762
851,5,14,719
880,-9,11,404
900,-2,3,479
790,115,127,277
916,2,5,2565
960,-8,12,229
960,-8,6,762
934,24,65,748
960,3,6,1065
970,-5,4,733
955,15,18,1620
990,1,-15,2425
1020,13,-8,1069
960,88,107,642
1070,0,-6,2475
1080,-2,-12,187
1080,-2,-5,1069
980,103,138,764
1095,-1,-29,2569
1080,16,11,2227
1100,-3,3,733
1110,-7,-19,1029
1110,-4,-13,2422
1109,1,6,1023
1108,4,0,2434
1140,-11,2,762
1130,0,1,1182
1110,24,40,419
1145,-1,-11,997
1155,-9,-33,1005
1160,9,-4,1585
1025,157,174,213
1200,0,-16,94
1135,73,83,1020
1185,38,34,589
1365,-5,-16,273
1375,-5,-7,187
1320,62,49,116
340,-5,-19,1089
365,-8,9,585
361,-2,-52,2227
375,2,20,541
390,-5,3,544
375,13,15,169
380,9,17,569
395,-5,6,1076
400,-3,23,748
415,-6,-39,1990
419,-4,-4,944
420,12,4,762
420,12,12,733
441,-6,1,944
435,0,-25,2586
452,0,7,1416
460,1,-14,1620
509,-3,-5,1008
500,7,-14,1598
510,-2,-3,284
358,155,171,719
480,34,41,2133
522,3,3,628
544,3,21,1069
560,-1,8,1372
545,23,62,1521
569,15,12,199
585,9,0,725
600,-5,-5,2586
600,0,9,1065
623,-3,-10,762
630,-2,-30,2586
685,-1,10,733
690,-5,-32,2475
700,-3,-9,1035
689,30,33,416
727,15,15,266
749,-1,6,533
745,9,6,301
760,0,16,1372
749,14,25,488
540,224,207,550
772,4,5,1069
780,-4,8,585
745,31,24,711
779,2,-6,187
544,268,288,1092
821,-2,9,1065
825,-3,-15,1096
825,-2,16,950
830,3,8,1400
875,-5,-26,2586
897,-6,-6,1028
899,-3,28,872
900,-4,14,1035
870,27,14,937
895,3,2,733
885,13,33,762
930,-5,-23,2475
900,27,14,209
910,22,43,431
945,-3,15,746
950,0,1,1990
959,-3,0,1065
960,-3,13,1065
965,-3,-29,2248
955,9,20,209
950,19,15,1598
960,11,16,229
916,62,48,2565
884,101,102,212
990,-2,-30,2586
950,43,47,642
904,98,96,284
1020,1,36,2248
1020,5,16,1747
1030,-4,-6,544
1020,13,7,2454
1020,20,7,1076
1050,-3,-6,529
1050,-2,-1,1620
1060,-2,-44,2454
1036,32,45,719
1080,-3,-13,1069
1080,0,12,762
1081,5,3,2454
1090,0,2,1096
1090,1,-41,2465
1109,-2,3,529
1110,5,-20,2422
1135,-3,-4,1598
981,168,180,533
1152,2,-18,1990
1139,53,34,2248
1025,180,176,213
1190,17,21,199
1220,-6,11,762
1215,8,2,187
1204,24,29,725
1225,5,32,1521
1224,13,-8,2454
1230,10,-5,209
1254,4,-2,1023
1295,-1,-14,2475
1305,-4,-10,301
1315,102,101,944
1439,-5,-24,1576
300,-2,0,529
360,-4,19,212
365,-9,-9,502
361,-4,-1,725
360,4,-33,2586
370,-4,7,1085
370,-3,-22,1008
370,5,12,1020
359,17,-3,2475
390,-8,-12,1598
360,24,44,1389
390,-1,-24,200
393,-3,-2,319
385,9,-4,2565
390,5,33,645
419,-5,-43,2227
435,0,-11,1068
440,-4,-11,502
465,11,2,1608
480,-3,-15,1089
480,0,1,2133
490,-4,-18,187
490,-2,10,944
495,-3,1,479
495,0,-9,740
500,-3,15,764
515,0,0,1620
525,-5,-11,1068
530,-2,36,1131
569,-6,4,746
577,-4,-14,301
465,119,102,733
593,16,4,273
580,39,44,1096
642,-4,-12,725
650,-7,-7,502
660,-2,-34,1990
690,-3,-48,2475
685,7,-2,888
719,-6,-2,820
720,-4,17,937
737,2,-22,2133
779,-2,12,264
788,-8,-1,762
795,0,-13,116
805,-7,5,431
810,1,-22,2133
795,19,26,1065
830,-2,-9,1400
855,6,16,569
865,22,-4,1008
886,9,4,1416
899,-3,-9,284
835,65,81,1076
741,162,128,2565
910,0,-9,665
906,5,9,719
930,-12,-1,483
930,-7,0,888
930,0,2,1069
940,0,-27,740
945,2,-5,184
960,-8,-7,1065
965,0,-18,1074
969,4,5,944
995,4,-10,404
1020,-3,-22,1069
1020,0,-23,1598
1065,-5,-3,502
1023,47,48,199
1065,7,8,950
1089,-5,-24,404
1095,0,-5,1008
1109,-7,-8,529
1095,14,11,169
1140,-7,-37,335
1150,-2,-37,2425
1145,4,-40,2475
1069,81,72,228
1115,53,8,2422
1100,69,45,733
1165,8,15,228
1180,11,0,483
1200,-3,-16,762
1152,56,21,1990
1190,23,16,199
1255,-4,-1,502
1245,23,29,1074
1285,-6,-1,213
1295,16,6,1598
1319,4,-1,169
1365,0,-7,266
360,1,6,762
375,-6,-13,431
390,-8,-10,2133
390,-5,-6,544
390,-1,-5,645
405,-3,-6,950
415,-5,-57,1990
420,0,-29,1411
420,16,36,1069
475,-10,-4,569
465,3,-15,1608
475,-2,-12,1096
479,6,-6,1620
480,7,16,1069
485,8,18,541
520,-10,-18,431
490,21,33,760
520,-3,-2,187
510,7,29,733
530,-7,-3,419
538,-4,4,1092
545,-3,-4,228
555,-1,20,944
560,0,-15,544
570,-5,-29,2248
577,-2,4,301
565,21,-6,1605
595,5,-17,1726
630,-9,-20,431
630,-4,-70,2586
600,41,27,229
595,65,62,762
690,-4,-16,544
705,0,-19,872
720,-6,-38,2475
720,-5,-10,541
720,-4,-13,1400
765,-7,-12,187
765,-2,-14,1096
760,3,-2,502
780,-8,-18,746
805,-1,-1,431
780,49,52,94
830,35,12,1183
860,9,8,997
885,-2,-7,762
885,0,-18,872
877,10,4,1041
860,41,62,1020
900,5,-10,733
895,12,3,1089
910,10,4,937
935,1,-16,1389
945,-2,-13,746
